market_hash_name,side,price,quantity,description,scraped_at,best_buy_price,best_sell_price,buy_sell_spread_abs,buy_sell_spread_pct
Fracture Case,sell,1.89,96175,"96,175 sell orders at $1.89 or lower",2026-05-12 18:45:16.221720,0.98,0.99,0.010000000000000009,0.01010101010101011
Fracture Case,sell,1.9,96182,"96,182 sell orders at $1.90 or lower",2026-05-12 18:45:16.221720,0.98,0.99,0.010000000000000009,0.01010101010101011
Fracture Case,sell,1.91,96188,"96,188 sell orders at $1.91 or lower",2026-05-12 18:45:16.221720,0.98,0.99,0.010000000000000009,0.01010101010101011
Fracture Case,sell,1.92,96593,"96,593 sell orders at $1.92 or lower",2026-05-12 18:45:16.221720,0.98,0.99,0.010000000000000009,0.01010101010101011
Fracture Case,sell,1.93,96614,"96,614 sell orders at $1.93 or lower",2026-05-12 18:45:16.221720,0.98,0.99,0.010000000000000009,0.01010101010101011
Fracture Case,sell,1.95,96948,"96,948 sell orders at $1.95 or lower",2026-05-12 18:45:16.221720,0.98,0.99,0.010000000000000009,0.01010101010101011
Fracture Case,sell,1.96,96970,"96,970 sell orders at $1.96 or lower",2026-05-12 18:45:16.221720,0.98,0.99,0.010000000000000009,0.01010101010101011
Fracture Case,sell,1.97,96971,"96,971 sell orders at $1.97 or lower",2026-05-12 18:45:16.221720,0.98,0.99,0.010000000000000009,0.01010101010101011
Snakebite Case,buy,0.99,30,30 buy orders at $0.99 or higher,2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,buy,0.94,42,42 buy orders at $0.94 or higher,2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,buy,0.93,165,165 buy orders at $0.93 or higher,2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,buy,0.92,1139,"1,139 buy orders at $0.92 or higher",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,buy,0.89,1737,"1,737 buy orders at $0.89 or higher",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,buy,0.88,2327,"2,327 buy orders at $0.88 or higher",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,buy,0.87,3203,"3,203 buy orders at $0.87 or higher",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,buy,0.86,4205,"4,205 buy orders at $0.86 or higher",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,buy,0.85,8726,"8,726 buy orders at $0.85 or higher",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,buy,0.84,11098,"11,098 buy orders at $0.84 or higher",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,buy,0.83,22292,"22,292 buy orders at $0.83 or higher",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,buy,0.82,27860,"27,860 buy orders at $0.82 or higher",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,buy,0.81,32256,"32,256 buy orders at $0.81 or higher",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,buy,0.8,44276,"44,276 buy orders at $0.80 or higher",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,buy,0.78,52103,"52,103 buy orders at $0.78 or higher",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,buy,0.77,59139,"59,139 buy orders at $0.77 or higher",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,buy,0.76,67086,"67,086 buy orders at $0.76 or higher",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,buy,0.75,74159,"74,159 buy orders at $0.75 or higher",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,buy,0.74,81862,"81,862 buy orders at $0.74 or higher",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,buy,0.73,89978,"89,978 buy orders at $0.73 or higher",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,buy,0.72,99775,"99,775 buy orders at $0.72 or higher",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,buy,0.71,107787,"107,787 buy orders at $0.71 or higher",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,buy,0.7,131416,"131,416 buy orders at $0.70 or higher",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,buy,0.69,140076,"140,076 buy orders at $0.69 or higher",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,buy,0.66,147166,"147,166 buy orders at $0.66 or higher",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,buy,0.65,162429,"162,429 buy orders at $0.65 or higher",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,buy,0.64,171032,"171,032 buy orders at $0.64 or higher",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,buy,0.63,178269,"178,269 buy orders at $0.63 or higher",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,buy,0.62,187592,"187,592 buy orders at $0.62 or higher",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,buy,0.61,204313,"204,313 buy orders at $0.61 or higher",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,buy,0.6,210987,"210,987 buy orders at $0.60 or higher",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,buy,0.59,219525,"219,525 buy orders at $0.59 or higher",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,buy,0.58,268121,"268,121 buy orders at $0.58 or higher",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,buy,0.57,277645,"277,645 buy orders at $0.57 or higher",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,buy,0.55,300379,"300,379 buy orders at $0.55 or higher",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,buy,0.54,305685,"305,685 buy orders at $0.54 or higher",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,buy,0.53,324576,"324,576 buy orders at $0.53 or higher",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,buy,0.52,330029,"330,029 buy orders at $0.52 or higher",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,buy,0.51,340471,"340,471 buy orders at $0.51 or higher",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,buy,0.5,363869,"363,869 buy orders at $0.50 or higher",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,buy,0.49,376356,"376,356 buy orders at $0.49 or higher",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,buy,0.48,389100,"389,100 buy orders at $0.48 or higher",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,buy,0.47,409414,"409,414 buy orders at $0.47 or higher",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,buy,0.46,415495,"415,495 buy orders at $0.46 or higher",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,buy,0.43,423069,"423,069 buy orders at $0.43 or higher",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,buy,0.42,435775,"435,775 buy orders at $0.42 or higher",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,buy,0.41,438490,"438,490 buy orders at $0.41 or higher",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,buy,0.4,445833,"445,833 buy orders at $0.40 or higher",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,buy,0.39,460043,"460,043 buy orders at $0.39 or higher",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,buy,0.38,468932,"468,932 buy orders at $0.38 or higher",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,buy,0.37,484980,"484,980 buy orders at $0.37 or higher",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,buy,0.36,490941,"490,941 buy orders at $0.36 or higher",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,buy,0.35,519300,"519,300 buy orders at $0.35 or higher",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,buy,0.34,522715,"522,715 buy orders at $0.34 or higher",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,buy,0.32,548070,"548,070 buy orders at $0.32 or higher",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,buy,0.31,564984,"564,984 buy orders at $0.31 or higher",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,buy,0.3,593689,"593,689 buy orders at $0.30 or higher",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,buy,0.29,602492,"602,492 buy orders at $0.29 or higher",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,buy,0.28,622260,"622,260 buy orders at $0.28 or higher",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,buy,0.27,646201,"646,201 buy orders at $0.27 or higher",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,buy,0.26,661662,"661,662 buy orders at $0.26 or higher",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,buy,0.25,679379,"679,379 buy orders at $0.25 or higher",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,buy,0.24,701161,"701,161 buy orders at $0.24 or higher",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,buy,0.23,718798,"718,798 buy orders at $0.23 or higher",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,buy,0.21,766557,"766,557 buy orders at $0.21 or higher",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,buy,0.2,808179,"808,179 buy orders at $0.20 or higher",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,buy,0.19,832870,"832,870 buy orders at $0.19 or higher",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,buy,0.18,869975,"869,975 buy orders at $0.18 or higher",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,buy,0.17,934915,"934,915 buy orders at $0.17 or higher",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,buy,0.16,987947,"987,947 buy orders at $0.16 or higher",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,buy,0.15,1066445,"1,066,445 buy orders at $0.15 or higher",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,buy,0.14,1119903,"1,119,903 buy orders at $0.14 or higher",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,buy,0.13,1220085,"1,220,085 buy orders at $0.13 or higher",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,buy,0.12,1315260,"1,315,260 buy orders at $0.12 or higher",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,buy,0.11,1394263,"1,394,263 buy orders at $0.11 or higher",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,buy,0.1,1528177,"1,528,177 buy orders at $0.10 or higher",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,buy,0.09,1686199,"1,686,199 buy orders at $0.09 or higher",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,buy,0.08,1896130,"1,896,130 buy orders at $0.08 or higher",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,buy,0.07,2089314,"2,089,314 buy orders at $0.07 or higher",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,buy,0.06,2220797,"2,220,797 buy orders at $0.06 or higher",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,buy,0.05,2411677,"2,411,677 buy orders at $0.05 or higher",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,buy,0.04,2551447,"2,551,447 buy orders at $0.04 or higher",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,buy,0.03,2871925,"2,871,925 buy orders at $0.03 or higher",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,sell,1.0,377,377 sell orders at $1.00 or lower,2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,sell,1.01,3384,"3,384 sell orders at $1.01 or lower",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,sell,1.03,9870,"9,870 sell orders at $1.03 or lower",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,sell,1.04,12757,"12,757 sell orders at $1.04 or lower",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,sell,1.05,16387,"16,387 sell orders at $1.05 or lower",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,sell,1.06,18069,"18,069 sell orders at $1.06 or lower",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,sell,1.07,20388,"20,388 sell orders at $1.07 or lower",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,sell,1.08,23310,"23,310 sell orders at $1.08 or lower",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,sell,1.09,23979,"23,979 sell orders at $1.09 or lower",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,sell,1.1,24636,"24,636 sell orders at $1.10 or lower",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,sell,1.11,25418,"25,418 sell orders at $1.11 or lower",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,sell,1.12,25741,"25,741 sell orders at $1.12 or lower",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,sell,1.15,28109,"28,109 sell orders at $1.15 or lower",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,sell,1.16,28477,"28,477 sell orders at $1.16 or lower",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,sell,1.17,29756,"29,756 sell orders at $1.17 or lower",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,sell,1.18,31705,"31,705 sell orders at $1.18 or lower",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,sell,1.19,32433,"32,433 sell orders at $1.19 or lower",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,sell,1.2,32860,"32,860 sell orders at $1.20 or lower",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,sell,1.21,33254,"33,254 sell orders at $1.21 or lower",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,sell,1.22,33462,"33,462 sell orders at $1.22 or lower",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,sell,1.23,33588,"33,588 sell orders at $1.23 or lower",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,sell,1.24,33852,"33,852 sell orders at $1.24 or lower",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,sell,1.26,33936,"33,936 sell orders at $1.26 or lower",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,sell,1.27,33948,"33,948 sell orders at $1.27 or lower",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,sell,1.28,34263,"34,263 sell orders at $1.28 or lower",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,sell,1.29,34383,"34,383 sell orders at $1.29 or lower",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,sell,1.3,34506,"34,506 sell orders at $1.30 or lower",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,sell,1.31,34580,"34,580 sell orders at $1.31 or lower",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,sell,1.32,34705,"34,705 sell orders at $1.32 or lower",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,sell,1.33,34836,"34,836 sell orders at $1.33 or lower",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,sell,1.34,36112,"36,112 sell orders at $1.34 or lower",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,sell,1.35,36122,"36,122 sell orders at $1.35 or lower",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,sell,1.38,36204,"36,204 sell orders at $1.38 or lower",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,sell,1.39,36214,"36,214 sell orders at $1.39 or lower",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,sell,1.4,37304,"37,304 sell orders at $1.40 or lower",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,sell,1.41,37386,"37,386 sell orders at $1.41 or lower",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,sell,1.42,37405,"37,405 sell orders at $1.42 or lower",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,sell,1.43,37435,"37,435 sell orders at $1.43 or lower",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,sell,1.44,37447,"37,447 sell orders at $1.44 or lower",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,sell,1.45,37487,"37,487 sell orders at $1.45 or lower",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,sell,1.46,37532,"37,532 sell orders at $1.46 or lower",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,sell,1.47,37604,"37,604 sell orders at $1.47 or lower",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,sell,1.49,37841,"37,841 sell orders at $1.49 or lower",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,sell,1.5,37917,"37,917 sell orders at $1.50 or lower",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,sell,1.51,37942,"37,942 sell orders at $1.51 or lower",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,sell,1.52,37963,"37,963 sell orders at $1.52 or lower",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,sell,1.53,37981,"37,981 sell orders at $1.53 or lower",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,sell,1.54,38016,"38,016 sell orders at $1.54 or lower",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,sell,1.55,38151,"38,151 sell orders at $1.55 or lower",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,sell,1.56,38203,"38,203 sell orders at $1.56 or lower",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,sell,1.57,38233,"38,233 sell orders at $1.57 or lower",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,sell,1.58,38258,"38,258 sell orders at $1.58 or lower",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,sell,1.61,38265,"38,265 sell orders at $1.61 or lower",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,sell,1.62,38274,"38,274 sell orders at $1.62 or lower",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,sell,1.63,38561,"38,561 sell orders at $1.63 or lower",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,sell,1.64,38598,"38,598 sell orders at $1.64 or lower",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,sell,1.65,38835,"38,835 sell orders at $1.65 or lower",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,sell,1.66,38904,"38,904 sell orders at $1.66 or lower",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,sell,1.67,39032,"39,032 sell orders at $1.67 or lower",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,sell,1.68,39582,"39,582 sell orders at $1.68 or lower",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,sell,1.69,39590,"39,590 sell orders at $1.69 or lower",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,sell,1.7,39602,"39,602 sell orders at $1.70 or lower",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,sell,1.72,39651,"39,651 sell orders at $1.72 or lower",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,sell,1.73,39655,"39,655 sell orders at $1.73 or lower",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,sell,1.74,39663,"39,663 sell orders at $1.74 or lower",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,sell,1.75,39685,"39,685 sell orders at $1.75 or lower",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,sell,1.76,39772,"39,772 sell orders at $1.76 or lower",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,sell,1.77,39836,"39,836 sell orders at $1.77 or lower",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,sell,1.78,39838,"39,838 sell orders at $1.78 or lower",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,sell,1.79,39848,"39,848 sell orders at $1.79 or lower",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,sell,1.8,39902,"39,902 sell orders at $1.80 or lower",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,sell,1.81,39904,"39,904 sell orders at $1.81 or lower",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,sell,1.84,39959,"39,959 sell orders at $1.84 or lower",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,sell,1.85,39963,"39,963 sell orders at $1.85 or lower",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,sell,1.86,39967,"39,967 sell orders at $1.86 or lower",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,sell,1.87,39992,"39,992 sell orders at $1.87 or lower",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,sell,1.88,40011,"40,011 sell orders at $1.88 or lower",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,sell,1.89,40111,"40,111 sell orders at $1.89 or lower",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,sell,1.9,40364,"40,364 sell orders at $1.90 or lower",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,sell,1.91,40372,"40,372 sell orders at $1.91 or lower",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,sell,1.92,40384,"40,384 sell orders at $1.92 or lower",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,sell,1.93,40386,"40,386 sell orders at $1.93 or lower",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,sell,1.95,40397,"40,397 sell orders at $1.95 or lower",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,sell,1.96,40399,"40,399 sell orders at $1.96 or lower",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
Snakebite Case,sell,1.97,40401,"40,401 sell orders at $1.97 or lower",2026-05-12 18:45:21.090491,0.99,1.0,0.010000000000000009,0.010000000000000009
