market_hash_name,listing_url,page_title,item_nameid,scraped_at
Revolution Case,https://steamcommunity.com/market/listings/730/Revolution%20Case,Steam Community Market :: Listings for Revolution Case,176358765,2026-05-12 18:44:25.866725
